binned_coordinates,updated_type,updated_subtype,hour,Count,type_subtype,longitude,latitude
"(-87.63, 41.82)",Hazard,On Shoulder,17,155,Hazard - On Shoulder,-87.63,41.82
"(-87.63, 41.8)",Hazard,On Shoulder,17,154,Hazard - On Shoulder,-87.63,41.8
"(-87.63, 41.84)",Hazard,On Shoulder,18,219,Hazard - On Shoulder,-87.63,41.84
"(-87.63, 41.8)",Hazard,On Shoulder,18,201,Hazard - On Shoulder,-87.63,41.8
"(-87.63, 41.82)",Hazard,On Shoulder,18,195,Hazard - On Shoulder,-87.63,41.82
"(-87.65, 41.89)",Hazard,On Shoulder,18,191,Hazard - On Shoulder,-87.65,41.89
"(-87.63, 41.83)",Hazard,On Shoulder,18,181,Hazard - On Shoulder,-87.63,41.83
"(-87.75, 41.97)",Hazard,On Shoulder,18,179,Hazard - On Shoulder,-87.75,41.97
"(-87.65, 41.88)",Hazard,On Shoulder,18,175,Hazard - On Shoulder,-87.65,41.88
"(-87.73, 41.82)",Hazard,On Shoulder,18,170,Hazard - On Shoulder,-87.73,41.82
"(-87.63, 41.79)",Hazard,On Shoulder,18,168,Hazard - On Shoulder,-87.63,41.79
"(-87.64, 41.87)",Hazard,On Shoulder,18,166,Hazard - On Shoulder,-87.64,41.87
"(-87.63, 41.84)",Hazard,On Shoulder,19,227,Hazard - On Shoulder,-87.63,41.84
"(-87.63, 41.82)",Hazard,On Shoulder,19,212,Hazard - On Shoulder,-87.63,41.82
"(-87.73, 41.82)",Hazard,On Shoulder,19,197,Hazard - On Shoulder,-87.73,41.82
"(-87.63, 41.79)",Hazard,On Shoulder,19,190,Hazard - On Shoulder,-87.63,41.79
"(-87.63, 41.78)",Hazard,On Shoulder,19,179,Hazard - On Shoulder,-87.63,41.78
"(-87.63, 41.8)",Hazard,On Shoulder,19,174,Hazard - On Shoulder,-87.63,41.8
"(-87.65, 41.88)",Hazard,On Shoulder,19,169,Hazard - On Shoulder,-87.65,41.88
"(-87.75, 41.97)",Hazard,On Shoulder,19,168,Hazard - On Shoulder,-87.75,41.97
"(-87.66, 41.9)",Hazard,On Shoulder,19,161,Hazard - On Shoulder,-87.66,41.9
"(-87.63, 41.83)",Hazard,On Shoulder,19,160,Hazard - On Shoulder,-87.63,41.83
"(-87.63, 41.82)",Hazard,On Shoulder,20,241,Hazard - On Shoulder,-87.63,41.82
"(-87.63, 41.79)",Hazard,On Shoulder,20,236,Hazard - On Shoulder,-87.63,41.79
"(-87.65, 41.88)",Hazard,On Shoulder,20,234,Hazard - On Shoulder,-87.65,41.88
"(-87.63, 41.84)",Hazard,On Shoulder,20,221,Hazard - On Shoulder,-87.63,41.84
"(-87.75, 41.97)",Hazard,On Shoulder,20,207,Hazard - On Shoulder,-87.75,41.97
"(-87.63, 41.81)",Hazard,On Shoulder,20,201,Hazard - On Shoulder,-87.63,41.81
"(-87.63, 41.78)",Hazard,On Shoulder,20,195,Hazard - On Shoulder,-87.63,41.78
"(-87.63, 41.85)",Hazard,On Shoulder,20,193,Hazard - On Shoulder,-87.63,41.85
"(-87.63, 41.83)",Hazard,On Shoulder,20,192,Hazard - On Shoulder,-87.63,41.83
"(-87.65, 41.89)",Hazard,On Shoulder,20,187,Hazard - On Shoulder,-87.65,41.89
"(-87.75, 41.97)",Hazard,On Shoulder,21,256,Hazard - On Shoulder,-87.75,41.97
"(-87.63, 41.82)",Hazard,On Shoulder,21,239,Hazard - On Shoulder,-87.63,41.82
"(-87.63, 41.84)",Hazard,On Shoulder,21,233,Hazard - On Shoulder,-87.63,41.84
"(-87.63, 41.79)",Hazard,On Shoulder,21,233,Hazard - On Shoulder,-87.63,41.79
"(-87.65, 41.88)",Hazard,On Shoulder,21,224,Hazard - On Shoulder,-87.65,41.88
"(-87.65, 41.89)",Hazard,On Shoulder,21,219,Hazard - On Shoulder,-87.65,41.89
"(-87.64, 41.87)",Hazard,On Shoulder,21,209,Hazard - On Shoulder,-87.64,41.87
"(-87.63, 41.8)",Hazard,On Shoulder,21,199,Hazard - On Shoulder,-87.63,41.8
"(-87.63, 41.81)",Hazard,On Shoulder,21,190,Hazard - On Shoulder,-87.63,41.81
"(-87.63, 41.85)",Hazard,On Shoulder,21,189,Hazard - On Shoulder,-87.63,41.85
"(-87.63, 41.79)",Hazard,On Shoulder,22,251,Hazard - On Shoulder,-87.63,41.79
"(-87.63, 41.82)",Hazard,On Shoulder,22,235,Hazard - On Shoulder,-87.63,41.82
"(-87.65, 41.88)",Hazard,On Shoulder,22,220,Hazard - On Shoulder,-87.65,41.88
"(-87.63, 41.84)",Hazard,On Shoulder,22,219,Hazard - On Shoulder,-87.63,41.84
"(-87.64, 41.87)",Hazard,On Shoulder,22,215,Hazard - On Shoulder,-87.64,41.87
"(-87.63, 41.8)",Hazard,On Shoulder,22,205,Hazard - On Shoulder,-87.63,41.8
"(-87.63, 41.78)",Hazard,On Shoulder,22,202,Hazard - On Shoulder,-87.63,41.78
"(-87.75, 41.97)",Hazard,On Shoulder,22,189,Hazard - On Shoulder,-87.75,41.97
"(-87.65, 41.89)",Hazard,On Shoulder,22,187,Hazard - On Shoulder,-87.65,41.89
"(-87.63, 41.81)",Hazard,On Shoulder,22,179,Hazard - On Shoulder,-87.63,41.81
"(-87.65, 41.88)",Hazard,On Shoulder,23,203,Hazard - On Shoulder,-87.65,41.88
"(-87.63, 41.8)",Hazard,On Shoulder,23,195,Hazard - On Shoulder,-87.63,41.8
"(-87.65, 41.89)",Hazard,On Shoulder,23,192,Hazard - On Shoulder,-87.65,41.89
"(-87.66, 41.9)",Hazard,On Shoulder,23,187,Hazard - On Shoulder,-87.66,41.9
"(-87.63, 41.79)",Hazard,On Shoulder,23,172,Hazard - On Shoulder,-87.63,41.79
"(-87.75, 41.97)",Hazard,On Shoulder,23,170,Hazard - On Shoulder,-87.75,41.97
"(-87.63, 41.82)",Hazard,On Shoulder,23,167,Hazard - On Shoulder,-87.63,41.82
"(-87.75, 41.98)",Hazard,On Shoulder,23,166,Hazard - On Shoulder,-87.75,41.98
"(-87.63, 41.83)",Hazard,On Shoulder,23,166,Hazard - On Shoulder,-87.63,41.83
"(-87.63, 41.84)",Hazard,On Shoulder,23,161,Hazard - On Shoulder,-87.63,41.84
"(-87.82, 41.99)",Hazard,Unclassified,0,10,Hazard - Unclassified,-87.82,41.99
"(-87.82, 41.98)",Hazard,Unclassified,0,8,Hazard - Unclassified,-87.82,41.98
"(-87.81, 41.97)",Hazard,Unclassified,0,6,Hazard - Unclassified,-87.81,41.97
"(-87.83, 41.98)",Hazard,Unclassified,0,6,Hazard - Unclassified,-87.83,41.98
"(-87.83, 41.97)",Hazard,Unclassified,0,6,Hazard - Unclassified,-87.83,41.97
"(-87.82, 41.97)",Hazard,Unclassified,0,5,Hazard - Unclassified,-87.82,41.97
"(-87.81, 41.99)",Hazard,Unclassified,0,4,Hazard - Unclassified,-87.81,41.99
"(-87.81, 41.98)",Hazard,Unclassified,0,4,Hazard - Unclassified,-87.81,41.98
"(-87.73, 41.95)",Hazard,Unclassified,0,4,Hazard - Unclassified,-87.73,41.95
"(-87.63, 41.88)",Hazard,Unclassified,0,3,Hazard - Unclassified,-87.63,41.88
"(-87.82, 41.99)",Hazard,Unclassified,1,23,Hazard - Unclassified,-87.82,41.99
"(-87.81, 41.97)",Hazard,Unclassified,1,12,Hazard - Unclassified,-87.81,41.97
"(-87.81, 41.99)",Hazard,Unclassified,1,11,Hazard - Unclassified,-87.81,41.99
"(-87.82, 41.98)",Hazard,Unclassified,1,8,Hazard - Unclassified,-87.82,41.98
"(-87.81, 41.98)",Hazard,Unclassified,1,7,Hazard - Unclassified,-87.81,41.98
"(-87.84, 41.98)",Hazard,Unclassified,1,7,Hazard - Unclassified,-87.84,41.98
"(-87.74, 41.96)",Hazard,Unclassified,1,4,Hazard - Unclassified,-87.74,41.96
"(-87.63, 41.81)",Hazard,Unclassified,1,4,Hazard - Unclassified,-87.63,41.81
"(-87.63, 41.82)",Hazard,Unclassified,1,4,Hazard - Unclassified,-87.63,41.82
"(-87.64, 41.85)",Hazard,Unclassified,1,3,Hazard - Unclassified,-87.64,41.85
"(-87.82, 41.99)",Hazard,Unclassified,2,17,Hazard - Unclassified,-87.82,41.99
"(-87.7, 41.86)",Hazard,Unclassified,2,12,Hazard - Unclassified,-87.7,41.86
"(-87.81, 41.98)",Hazard,Unclassified,2,11,Hazard - Unclassified,-87.81,41.98
"(-87.65, 41.89)",Hazard,Unclassified,2,9,Hazard - Unclassified,-87.65,41.89
"(-87.63, 41.81)",Hazard,Unclassified,2,8,Hazard - Unclassified,-87.63,41.81
"(-87.63, 41.85)",Hazard,Unclassified,2,8,Hazard - Unclassified,-87.63,41.85
"(-87.82, 41.98)",Hazard,Unclassified,2,7,Hazard - Unclassified,-87.82,41.98
"(-87.81, 41.97)",Hazard,Unclassified,2,6,Hazard - Unclassified,-87.81,41.97
"(-87.72, 41.85)",Hazard,Unclassified,2,6,Hazard - Unclassified,-87.72,41.85
"(-87.71, 41.87)",Hazard,Unclassified,2,5,Hazard - Unclassified,-87.71,41.87
"(-87.82, 41.99)",Hazard,Unclassified,3,14,Hazard - Unclassified,-87.82,41.99
"(-87.82, 41.98)",Hazard,Unclassified,3,8,Hazard - Unclassified,-87.82,41.98
"(-87.81, 41.98)",Hazard,Unclassified,3,6,Hazard - Unclassified,-87.81,41.98
"(-87.63, 41.79)",Hazard,Unclassified,3,4,Hazard - Unclassified,-87.63,41.79
"(-87.59, 41.66)",Hazard,Unclassified,3,4,Hazard - Unclassified,-87.59,41.66
"(-87.63, 41.82)",Hazard,Unclassified,3,4,Hazard - Unclassified,-87.63,41.82
"(-87.81, 41.99)",Hazard,Unclassified,3,4,Hazard - Unclassified,-87.81,41.99
"(-87.83, 41.98)",Hazard,Unclassified,3,4,Hazard - Unclassified,-87.83,41.98
"(-87.84, 41.98)",Hazard,Unclassified,3,4,Hazard - Unclassified,-87.84,41.98
"(-87.81, 41.92)",Hazard,Unclassified,3,4,Hazard - Unclassified,-87.81,41.92
"(-87.72, 41.87)",Hazard,Unclassified,4,13,Hazard - Unclassified,-87.72,41.87
"(-87.73, 41.87)",Hazard,Unclassified,4,12,Hazard - Unclassified,-87.73,41.87
"(-87.83, 41.98)",Hazard,Unclassified,4,12,Hazard - Unclassified,-87.83,41.98
"(-87.82, 41.99)",Hazard,Unclassified,4,10,Hazard - Unclassified,-87.82,41.99
"(-87.81, 41.99)",Hazard,Unclassified,4,7,Hazard - Unclassified,-87.81,41.99
"(-87.75, 41.78)",Hazard,Unclassified,4,6,Hazard - Unclassified,-87.75,41.78
"(-87.68, 41.84)",Hazard,Unclassified,4,6,Hazard - Unclassified,-87.68,41.84
"(-87.81, 41.98)",Hazard,Unclassified,4,6,Hazard - Unclassified,-87.81,41.98
"(-87.82, 41.98)",Hazard,Unclassified,4,5,Hazard - Unclassified,-87.82,41.98
"(-87.63, 41.79)",Hazard,Unclassified,4,5,Hazard - Unclassified,-87.63,41.79
"(-87.82, 41.99)",Hazard,Unclassified,5,12,Hazard - Unclassified,-87.82,41.99
"(-87.81, 41.98)",Hazard,Unclassified,5,8,Hazard - Unclassified,-87.81,41.98
"(-87.81, 41.99)",Hazard,Unclassified,5,8,Hazard - Unclassified,-87.81,41.99
"(-87.63, 41.84)",Hazard,Unclassified,5,7,Hazard - Unclassified,-87.63,41.84
"(-87.91, 41.98)",Hazard,Unclassified,5,6,Hazard - Unclassified,-87.91,41.98
"(-87.82, 41.98)",Hazard,Unclassified,5,6,Hazard - Unclassified,-87.82,41.98
"(-87.72, 41.87)",Hazard,Unclassified,5,6,Hazard - Unclassified,-87.72,41.87
"(-87.63, 41.81)",Hazard,Unclassified,5,5,Hazard - Unclassified,-87.63,41.81
"(-87.74, 41.87)",Hazard,Unclassified,5,4,Hazard - Unclassified,-87.74,41.87
"(-87.81, 41.97)",Hazard,Unclassified,5,4,Hazard - Unclassified,-87.81,41.97
"(-87.82, 41.99)",Hazard,Unclassified,6,9,Hazard - Unclassified,-87.82,41.99
"(-87.81, 41.98)",Hazard,Unclassified,6,7,Hazard - Unclassified,-87.81,41.98
"(-87.74, 41.78)",Hazard,Unclassified,6,7,Hazard - Unclassified,-87.74,41.78
"(-87.63, 41.85)",Hazard,Unclassified,6,7,Hazard - Unclassified,-87.63,41.85
"(-87.63, 41.83)",Hazard,Unclassified,6,4,Hazard - Unclassified,-87.63,41.83
"(-87.63, 41.79)",Hazard,Unclassified,6,4,Hazard - Unclassified,-87.63,41.79
"(-87.82, 41.98)",Hazard,Unclassified,6,4,Hazard - Unclassified,-87.82,41.98
"(-87.93, 41.99)",Hazard,Unclassified,6,4,Hazard - Unclassified,-87.93,41.99
"(-87.73, 41.87)",Hazard,Unclassified,6,4,Hazard - Unclassified,-87.73,41.87
"(-87.65, 41.89)",Hazard,Unclassified,6,3,Hazard - Unclassified,-87.65,41.89
"(-87.9, 41.98)",Hazard,Unclassified,7,5,Hazard - Unclassified,-87.9,41.98
"(-87.63, 41.75)",Hazard,Unclassified,7,5,Hazard - Unclassified,-87.63,41.75
"(-87.82, 42.0)",Hazard,Unclassified,7,4,Hazard - Unclassified,-87.82,42.0
"(-87.81, 41.97)",Hazard,Unclassified,7,4,Hazard - Unclassified,-87.81,41.97
"(-87.64, 41.86)",Hazard,Unclassified,7,4,Hazard - Unclassified,-87.64,41.86
"(-87.63, 41.81)",Hazard,Unclassified,7,3,Hazard - Unclassified,-87.63,41.81
"(-87.63, 41.84)",Hazard,Unclassified,7,3,Hazard - Unclassified,-87.63,41.84
"(-87.74, 41.78)",Hazard,Unclassified,7,3,Hazard - Unclassified,-87.74,41.78
"(-87.72, 41.82)",Hazard,Unclassified,7,3,Hazard - Unclassified,-87.72,41.82
"(-87.91, 41.98)",Hazard,Unclassified,7,3,Hazard - Unclassified,-87.91,41.98
"(-87.89, 41.98)",Hazard,Unclassified,8,14,Hazard - Unclassified,-87.89,41.98
"(-87.63, 41.85)",Hazard,Unclassified,8,6,Hazard - Unclassified,-87.63,41.85
"(-87.74, 41.79)",Hazard,Unclassified,8,6,Hazard - Unclassified,-87.74,41.79
"(-87.75, 41.87)",Hazard,Unclassified,8,4,Hazard - Unclassified,-87.75,41.87
"(-87.63, 41.82)",Hazard,Unclassified,8,4,Hazard - Unclassified,-87.63,41.82
"(-87.63, 41.8)",Hazard,Unclassified,8,3,Hazard - Unclassified,-87.63,41.8
"(-87.63, 41.84)",Hazard,Unclassified,8,3,Hazard - Unclassified,-87.63,41.84
"(-87.63, 41.83)",Hazard,Unclassified,8,3,Hazard - Unclassified,-87.63,41.83
"(-87.76, 41.79)",Hazard,Unclassified,8,3,Hazard - Unclassified,-87.76,41.79
"(-87.71, 41.83)",Hazard,Unclassified,8,3,Hazard - Unclassified,-87.71,41.83
"(-87.63, 41.84)",Hazard,Unclassified,9,8,Hazard - Unclassified,-87.63,41.84
"(-87.82, 41.99)",Hazard,Unclassified,9,6,Hazard - Unclassified,-87.82,41.99
"(-87.64, 41.86)",Hazard,Unclassified,9,5,Hazard - Unclassified,-87.64,41.86
"(-87.63, 41.83)",Hazard,Unclassified,9,5,Hazard - Unclassified,-87.63,41.83
"(-87.64, 41.85)",Hazard,Unclassified,9,5,Hazard - Unclassified,-87.64,41.85
"(-87.64, 41.83)",Hazard,Unclassified,9,5,Hazard - Unclassified,-87.64,41.83
"(-87.75, 41.79)",Hazard,Unclassified,9,4,Hazard - Unclassified,-87.75,41.79
"(-87.65, 41.85)",Hazard,Unclassified,9,4,Hazard - Unclassified,-87.65,41.85
"(-87.63, 41.85)",Hazard,Unclassified,9,3,Hazard - Unclassified,-87.63,41.85
"(-87.76, 41.79)",Hazard,Unclassified,9,3,Hazard - Unclassified,-87.76,41.79
"(-87.82, 41.99)",Hazard,Unclassified,10,11,Hazard - Unclassified,-87.82,41.99
"(-87.81, 41.99)",Hazard,Unclassified,10,8,Hazard - Unclassified,-87.81,41.99
"(-87.81, 41.98)",Hazard,Unclassified,10,7,Hazard - Unclassified,-87.81,41.98
"(-87.64, 41.85)",Hazard,Unclassified,10,6,Hazard - Unclassified,-87.64,41.85
"(-87.81, 41.97)",Hazard,Unclassified,10,6,Hazard - Unclassified,-87.81,41.97
"(-87.84, 41.98)",Hazard,Unclassified,10,4,Hazard - Unclassified,-87.84,41.98
"(-87.63, 41.84)",Hazard,Unclassified,10,4,Hazard - Unclassified,-87.63,41.84
"(-87.64, 41.86)",Hazard,Unclassified,10,3,Hazard - Unclassified,-87.64,41.86
"(-87.64, 41.83)",Hazard,Unclassified,10,3,Hazard - Unclassified,-87.64,41.83
"(-87.63, 41.83)",Hazard,Unclassified,10,3,Hazard - Unclassified,-87.63,41.83
"(-87.63, 41.78)",Hazard,Unclassified,11,5,Hazard - Unclassified,-87.63,41.78
"(-87.82, 41.99)",Hazard,Unclassified,11,4,Hazard - Unclassified,-87.82,41.99
"(-87.63, 41.84)",Hazard,Unclassified,11,4,Hazard - Unclassified,-87.63,41.84
"(-87.63, 41.81)",Hazard,Unclassified,11,3,Hazard - Unclassified,-87.63,41.81
"(-87.63, 41.82)",Hazard,Unclassified,11,3,Hazard - Unclassified,-87.63,41.82
"(-87.76, 41.87)",Hazard,Unclassified,11,3,Hazard - Unclassified,-87.76,41.87
"(-87.59, 41.71)",Hazard,Unclassified,11,3,Hazard - Unclassified,-87.59,41.71
"(-87.59, 41.7)",Hazard,Unclassified,11,3,Hazard - Unclassified,-87.59,41.7
"(-87.82, 41.98)",Hazard,Unclassified,11,3,Hazard - Unclassified,-87.82,41.98
"(-87.63, 41.83)",Hazard,Unclassified,11,2,Hazard - Unclassified,-87.63,41.83
"(-87.81, 41.99)",Hazard,Unclassified,12,6,Hazard - Unclassified,-87.81,41.99
"(-87.63, 41.8)",Hazard,Unclassified,12,5,Hazard - Unclassified,-87.63,41.8
"(-87.81, 41.98)",Hazard,Unclassified,12,5,Hazard - Unclassified,-87.81,41.98
"(-87.82, 41.98)",Hazard,Unclassified,12,4,Hazard - Unclassified,-87.82,41.98
"(-87.81, 41.97)",Hazard,Unclassified,12,4,Hazard - Unclassified,-87.81,41.97
"(-87.63, 41.78)",Hazard,Unclassified,12,3,Hazard - Unclassified,-87.63,41.78
"(-87.63, 41.84)",Hazard,Unclassified,12,3,Hazard - Unclassified,-87.63,41.84
"(-87.75, 41.96)",Hazard,Unclassified,12,3,Hazard - Unclassified,-87.75,41.96
"(-87.62, 41.74)",Hazard,Unclassified,12,3,Hazard - Unclassified,-87.62,41.74
"(-87.63, 41.81)",Hazard,Unclassified,12,2,Hazard - Unclassified,-87.63,41.81
"(-87.82, 41.99)",Hazard,Unclassified,13,14,Hazard - Unclassified,-87.82,41.99
"(-87.81, 41.97)",Hazard,Unclassified,13,9,Hazard - Unclassified,-87.81,41.97
"(-87.63, 41.81)",Hazard,Unclassified,13,7,Hazard - Unclassified,-87.63,41.81
"(-87.64, 41.85)",Hazard,Unclassified,13,6,Hazard - Unclassified,-87.64,41.85
"(-87.81, 41.98)",Hazard,Unclassified,13,6,Hazard - Unclassified,-87.81,41.98
"(-87.63, 41.82)",Hazard,Unclassified,13,6,Hazard - Unclassified,-87.63,41.82
"(-87.63, 41.79)",Hazard,Unclassified,13,4,Hazard - Unclassified,-87.63,41.79
"(-87.63, 41.8)",Hazard,Unclassified,13,4,Hazard - Unclassified,-87.63,41.8
"(-87.63, 41.88)",Hazard,Unclassified,13,4,Hazard - Unclassified,-87.63,41.88
"(-87.63, 41.78)",Hazard,Unclassified,13,4,Hazard - Unclassified,-87.63,41.78
"(-87.82, 41.99)",Hazard,Unclassified,14,10,Hazard - Unclassified,-87.82,41.99
"(-87.81, 41.98)",Hazard,Unclassified,14,7,Hazard - Unclassified,-87.81,41.98
"(-87.82, 41.98)",Hazard,Unclassified,14,5,Hazard - Unclassified,-87.82,41.98
"(-87.81, 41.99)",Hazard,Unclassified,14,4,Hazard - Unclassified,-87.81,41.99
"(-87.93, 41.98)",Hazard,Unclassified,14,4,Hazard - Unclassified,-87.93,41.98
"(-87.63, 41.81)",Hazard,Unclassified,14,3,Hazard - Unclassified,-87.63,41.81
"(-87.88, 41.98)",Hazard,Unclassified,14,3,Hazard - Unclassified,-87.88,41.98
"(-87.85, 41.98)",Hazard,Unclassified,14,3,Hazard - Unclassified,-87.85,41.98
"(-87.88, 41.99)",Hazard,Unclassified,14,3,Hazard - Unclassified,-87.88,41.99
"(-87.63, 41.84)",Hazard,Unclassified,14,2,Hazard - Unclassified,-87.63,41.84
"(-87.82, 41.99)",Hazard,Unclassified,15,21,Hazard - Unclassified,-87.82,41.99
"(-87.81, 41.99)",Hazard,Unclassified,15,8,Hazard - Unclassified,-87.81,41.99
"(-87.93, 41.98)",Hazard,Unclassified,15,7,Hazard - Unclassified,-87.93,41.98
"(-87.81, 41.97)",Hazard,Unclassified,15,6,Hazard - Unclassified,-87.81,41.97
"(-87.82, 41.98)",Hazard,Unclassified,15,6,Hazard - Unclassified,-87.82,41.98
"(-87.81, 41.98)",Hazard,Unclassified,15,6,Hazard - Unclassified,-87.81,41.98
"(-87.65, 41.91)",Hazard,Unclassified,15,4,Hazard - Unclassified,-87.65,41.91
"(-87.63, 41.84)",Hazard,Unclassified,15,3,Hazard - Unclassified,-87.63,41.84
"(-87.75, 41.96)",Hazard,Unclassified,15,3,Hazard - Unclassified,-87.75,41.96
"(-87.76, 41.87)",Hazard,Unclassified,15,3,Hazard - Unclassified,-87.76,41.87
"(-87.82, 41.99)",Hazard,Unclassified,16,13,Hazard - Unclassified,-87.82,41.99
"(-87.81, 41.99)",Hazard,Unclassified,16,12,Hazard - Unclassified,-87.81,41.99
"(-87.81, 41.97)",Hazard,Unclassified,16,6,Hazard - Unclassified,-87.81,41.97
"(-87.88, 41.99)",Hazard,Unclassified,16,5,Hazard - Unclassified,-87.88,41.99
"(-87.82, 41.98)",Hazard,Unclassified,16,3,Hazard - Unclassified,-87.82,41.98
"(-87.81, 41.98)",Hazard,Unclassified,16,2,Hazard - Unclassified,-87.81,41.98
"(-87.82, 41.97)",Hazard,Unclassified,16,2,Hazard - Unclassified,-87.82,41.97
"(-87.88, 41.98)",Hazard,Unclassified,16,2,Hazard - Unclassified,-87.88,41.98
"(-87.93, 41.98)",Hazard,Unclassified,16,2,Hazard - Unclassified,-87.93,41.98
"(-87.83, 41.94)",Hazard,Unclassified,16,2,Hazard - Unclassified,-87.83,41.94
"(-87.81, 41.98)",Hazard,Unclassified,17,16,Hazard - Unclassified,-87.81,41.98
"(-87.82, 41.99)",Hazard,Unclassified,17,15,Hazard - Unclassified,-87.82,41.99
"(-87.79, 41.79)",Hazard,Unclassified,17,8,Hazard - Unclassified,-87.79,41.79
"(-87.93, 41.98)",Hazard,Unclassified,17,6,Hazard - Unclassified,-87.93,41.98
"(-87.88, 41.96)",Hazard,Unclassified,17,5,Hazard - Unclassified,-87.88,41.96
"(-87.81, 41.99)",Hazard,Unclassified,17,5,Hazard - Unclassified,-87.81,41.99
"(-87.88, 41.99)",Hazard,Unclassified,17,4,Hazard - Unclassified,-87.88,41.99
"(-87.83, 41.97)",Hazard,Unclassified,17,4,Hazard - Unclassified,-87.83,41.97
"(-87.88, 41.98)",Hazard,Unclassified,17,3,Hazard - Unclassified,-87.88,41.98
"(-87.63, 41.82)",Hazard,Unclassified,17,2,Hazard - Unclassified,-87.63,41.82
"(-87.82, 41.99)",Hazard,Unclassified,18,14,Hazard - Unclassified,-87.82,41.99
"(-87.84, 41.98)",Hazard,Unclassified,18,10,Hazard - Unclassified,-87.84,41.98
"(-87.81, 41.97)",Hazard,Unclassified,18,8,Hazard - Unclassified,-87.81,41.97
"(-87.68, 41.75)",Hazard,Unclassified,18,6,Hazard - Unclassified,-87.68,41.75
"(-87.75, 41.99)",Hazard,Unclassified,18,5,Hazard - Unclassified,-87.75,41.99
"(-87.81, 41.99)",Hazard,Unclassified,18,5,Hazard - Unclassified,-87.81,41.99
"(-87.68, 41.79)",Hazard,Unclassified,18,3,Hazard - Unclassified,-87.68,41.79
"(-87.82, 41.97)",Hazard,Unclassified,18,3,Hazard - Unclassified,-87.82,41.97
"(-87.57, 41.74)",Hazard,Unclassified,18,3,Hazard - Unclassified,-87.57,41.74
"(-87.6, 41.72)",Hazard,Unclassified,18,3,Hazard - Unclassified,-87.6,41.72
"(-87.65, 41.98)",Hazard,Unclassified,19,13,Hazard - Unclassified,-87.65,41.98
"(-87.67, 41.75)",Hazard,Unclassified,19,12,Hazard - Unclassified,-87.67,41.75
"(-87.62, 41.86)",Hazard,Unclassified,19,11,Hazard - Unclassified,-87.62,41.86
"(-87.82, 41.98)",Hazard,Unclassified,19,11,Hazard - Unclassified,-87.82,41.98
"(-87.67, 41.98)",Hazard,Unclassified,19,10,Hazard - Unclassified,-87.67,41.98
"(-87.61, 41.85)",Hazard,Unclassified,19,9,Hazard - Unclassified,-87.61,41.85
"(-87.81, 41.97)",Hazard,Unclassified,19,8,Hazard - Unclassified,-87.81,41.97
"(-87.63, 41.93)",Hazard,Unclassified,19,8,Hazard - Unclassified,-87.63,41.93
"(-87.62, 41.88)",Hazard,Unclassified,19,8,Hazard - Unclassified,-87.62,41.88
"(-87.62, 41.9)",Hazard,Unclassified,19,8,Hazard - Unclassified,-87.62,41.9
"(-87.69, 41.99)",Hazard,Unclassified,20,12,Hazard - Unclassified,-87.69,41.99
"(-87.82, 41.99)",Hazard,Unclassified,20,12,Hazard - Unclassified,-87.82,41.99
"(-87.81, 41.98)",Hazard,Unclassified,20,10,Hazard - Unclassified,-87.81,41.98
"(-87.67, 41.99)",Hazard,Unclassified,20,8,Hazard - Unclassified,-87.67,41.99
"(-87.81, 42.0)",Hazard,Unclassified,20,5,Hazard - Unclassified,-87.81,42.0
"(-87.81, 41.99)",Hazard,Unclassified,20,4,Hazard - Unclassified,-87.81,41.99
"(-87.67, 41.98)",Hazard,Unclassified,20,3,Hazard - Unclassified,-87.67,41.98
"(-87.67, 41.92)",Hazard,Unclassified,20,3,Hazard - Unclassified,-87.67,41.92
"(-87.77, 42.0)",Hazard,Unclassified,20,3,Hazard - Unclassified,-87.77,42.0
"(-87.84, 41.98)",Hazard,Unclassified,20,3,Hazard - Unclassified,-87.84,41.98
"(-87.81, 41.98)",Hazard,Unclassified,21,22,Hazard - Unclassified,-87.81,41.98
"(-87.82, 41.99)",Hazard,Unclassified,21,22,Hazard - Unclassified,-87.82,41.99
"(-87.81, 41.99)",Hazard,Unclassified,21,12,Hazard - Unclassified,-87.81,41.99
"(-87.81, 41.97)",Hazard,Unclassified,21,11,Hazard - Unclassified,-87.81,41.97
"(-87.82, 41.98)",Hazard,Unclassified,21,10,Hazard - Unclassified,-87.82,41.98
"(-87.84, 41.98)",Hazard,Unclassified,21,4,Hazard - Unclassified,-87.84,41.98
"(-87.82, 41.97)",Hazard,Unclassified,21,3,Hazard - Unclassified,-87.82,41.97
"(-87.87, 41.97)",Hazard,Unclassified,21,3,Hazard - Unclassified,-87.87,41.97
"(-87.84, 41.97)",Hazard,Unclassified,21,3,Hazard - Unclassified,-87.84,41.97
"(-87.8, 41.79)",Hazard,Unclassified,21,2,Hazard - Unclassified,-87.8,41.79
"(-87.81, 41.97)",Hazard,Unclassified,22,10,Hazard - Unclassified,-87.81,41.97
"(-87.82, 42.0)",Hazard,Unclassified,22,8,Hazard - Unclassified,-87.82,42.0
"(-87.82, 41.98)",Hazard,Unclassified,22,8,Hazard - Unclassified,-87.82,41.98
"(-87.82, 41.99)",Hazard,Unclassified,22,8,Hazard - Unclassified,-87.82,41.99
"(-87.81, 41.99)",Hazard,Unclassified,22,7,Hazard - Unclassified,-87.81,41.99
"(-87.84, 41.98)",Hazard,Unclassified,22,5,Hazard - Unclassified,-87.84,41.98
