binned_coordinates,updated_type,updated_subtype,hour,Count,type_subtype,longitude,latitude
"(-87.7, 42.0)",Jam,Unclassified,7,2,Jam - Unclassified,-87.7,42.0
"(-87.65, 41.88)",Jam,Unclassified,8,4,Jam - Unclassified,-87.65,41.88
"(-87.63, 41.75)",Jam,Unclassified,8,2,Jam - Unclassified,-87.63,41.75
"(-87.64, 41.86)",Jam,Unclassified,8,2,Jam - Unclassified,-87.64,41.86
"(-87.65, 41.89)",Jam,Unclassified,8,2,Jam - Unclassified,-87.65,41.89
"(-87.7, 41.75)",Jam,Unclassified,8,2,Jam - Unclassified,-87.7,41.75
"(-87.67, 41.92)",Jam,Unclassified,8,2,Jam - Unclassified,-87.67,41.92
"(-87.63, 41.8)",Jam,Unclassified,8,1,Jam - Unclassified,-87.63,41.8
"(-87.6, 41.68)",Jam,Unclassified,8,1,Jam - Unclassified,-87.6,41.68
"(-87.6, 41.69)",Jam,Unclassified,8,1,Jam - Unclassified,-87.6,41.69
"(-87.63, 41.79)",Jam,Unclassified,8,1,Jam - Unclassified,-87.63,41.79
"(-87.65, 41.85)",Jam,Unclassified,9,4,Jam - Unclassified,-87.65,41.85
"(-87.65, 41.88)",Jam,Unclassified,9,4,Jam - Unclassified,-87.65,41.88
"(-87.63, 41.85)",Jam,Unclassified,9,4,Jam - Unclassified,-87.63,41.85
"(-87.67, 41.91)",Jam,Unclassified,9,3,Jam - Unclassified,-87.67,41.91
"(-87.63, 41.89)",Jam,Unclassified,9,3,Jam - Unclassified,-87.63,41.89
"(-87.59, 41.7)",Jam,Unclassified,9,3,Jam - Unclassified,-87.59,41.7
"(-87.66, 41.84)",Jam,Unclassified,9,2,Jam - Unclassified,-87.66,41.84
"(-87.6, 41.7)",Jam,Unclassified,9,2,Jam - Unclassified,-87.6,41.7
"(-87.74, 41.82)",Jam,Unclassified,9,2,Jam - Unclassified,-87.74,41.82
"(-87.66, 41.99)",Jam,Unclassified,9,2,Jam - Unclassified,-87.66,41.99
"(-87.63, 41.83)",Jam,Unclassified,10,31,Jam - Unclassified,-87.63,41.83
"(-87.79, 41.98)",Jam,Unclassified,10,24,Jam - Unclassified,-87.79,41.98
"(-87.62, 41.74)",Jam,Unclassified,10,22,Jam - Unclassified,-87.62,41.74
"(-87.62, 41.73)",Jam,Unclassified,10,22,Jam - Unclassified,-87.62,41.73
"(-87.66, 41.84)",Jam,Unclassified,10,21,Jam - Unclassified,-87.66,41.84
"(-87.76, 41.97)",Jam,Unclassified,10,21,Jam - Unclassified,-87.76,41.97
"(-87.62, 41.72)",Jam,Unclassified,10,20,Jam - Unclassified,-87.62,41.72
"(-87.61, 41.71)",Jam,Unclassified,10,20,Jam - Unclassified,-87.61,41.71
"(-87.63, 41.76)",Jam,Unclassified,10,19,Jam - Unclassified,-87.63,41.76
"(-87.71, 41.94)",Jam,Unclassified,10,18,Jam - Unclassified,-87.71,41.94
"(-87.65, 41.89)",Jam,Unclassified,11,42,Jam - Unclassified,-87.65,41.89
"(-87.78, 41.98)",Jam,Unclassified,11,40,Jam - Unclassified,-87.78,41.98
"(-87.75, 41.97)",Jam,Unclassified,11,39,Jam - Unclassified,-87.75,41.97
"(-87.65, 41.88)",Jam,Unclassified,11,39,Jam - Unclassified,-87.65,41.88
"(-87.79, 41.98)",Jam,Unclassified,11,36,Jam - Unclassified,-87.79,41.98
"(-87.75, 41.98)",Jam,Unclassified,11,32,Jam - Unclassified,-87.75,41.98
"(-87.73, 41.82)",Jam,Unclassified,11,32,Jam - Unclassified,-87.73,41.82
"(-87.71, 41.87)",Jam,Unclassified,11,31,Jam - Unclassified,-87.71,41.87
"(-87.74, 41.82)",Jam,Unclassified,11,31,Jam - Unclassified,-87.74,41.82
"(-87.69, 41.93)",Jam,Unclassified,11,30,Jam - Unclassified,-87.69,41.93
"(-87.73, 41.95)",Jam,Unclassified,12,60,Jam - Unclassified,-87.73,41.95
"(-87.66, 41.99)",Jam,Unclassified,12,56,Jam - Unclassified,-87.66,41.99
"(-87.75, 41.97)",Jam,Unclassified,12,53,Jam - Unclassified,-87.75,41.97
"(-87.72, 41.95)",Jam,Unclassified,12,50,Jam - Unclassified,-87.72,41.95
"(-87.7, 41.94)",Jam,Unclassified,12,45,Jam - Unclassified,-87.7,41.94
"(-87.71, 41.94)",Jam,Unclassified,12,42,Jam - Unclassified,-87.71,41.94
"(-87.66, 41.84)",Jam,Unclassified,12,40,Jam - Unclassified,-87.66,41.84
"(-87.66, 41.9)",Jam,Unclassified,12,38,Jam - Unclassified,-87.66,41.9
"(-87.69, 41.93)",Jam,Unclassified,12,37,Jam - Unclassified,-87.69,41.93
"(-87.68, 41.92)",Jam,Unclassified,12,36,Jam - Unclassified,-87.68,41.92
"(-87.71, 41.94)",Jam,Unclassified,13,62,Jam - Unclassified,-87.71,41.94
"(-87.74, 41.96)",Jam,Unclassified,13,49,Jam - Unclassified,-87.74,41.96
"(-87.65, 41.89)",Jam,Unclassified,13,47,Jam - Unclassified,-87.65,41.89
"(-87.68, 41.92)",Jam,Unclassified,13,46,Jam - Unclassified,-87.68,41.92
"(-87.75, 41.97)",Jam,Unclassified,13,45,Jam - Unclassified,-87.75,41.97
"(-87.79, 41.98)",Jam,Unclassified,13,44,Jam - Unclassified,-87.79,41.98
"(-87.65, 41.88)",Jam,Unclassified,13,42,Jam - Unclassified,-87.65,41.88
"(-87.66, 41.9)",Jam,Unclassified,13,41,Jam - Unclassified,-87.66,41.9
"(-87.67, 41.92)",Jam,Unclassified,13,38,Jam - Unclassified,-87.67,41.92
"(-87.76, 41.97)",Jam,Unclassified,13,37,Jam - Unclassified,-87.76,41.97
"(-87.66, 41.91)",Jam,Unclassified,14,51,Jam - Unclassified,-87.66,41.91
"(-87.75, 41.98)",Jam,Unclassified,14,43,Jam - Unclassified,-87.75,41.98
"(-87.64, 41.85)",Jam,Unclassified,14,40,Jam - Unclassified,-87.64,41.85
"(-87.71, 41.94)",Jam,Unclassified,14,40,Jam - Unclassified,-87.71,41.94
"(-87.65, 41.89)",Jam,Unclassified,14,39,Jam - Unclassified,-87.65,41.89
"(-87.66, 41.9)",Jam,Unclassified,14,39,Jam - Unclassified,-87.66,41.9
"(-87.67, 41.92)",Jam,Unclassified,14,36,Jam - Unclassified,-87.67,41.92
"(-87.75, 41.97)",Jam,Unclassified,14,36,Jam - Unclassified,-87.75,41.97
"(-87.76, 41.97)",Jam,Unclassified,14,34,Jam - Unclassified,-87.76,41.97
"(-87.79, 41.98)",Jam,Unclassified,14,34,Jam - Unclassified,-87.79,41.98
"(-87.78, 41.98)",Jam,Unclassified,15,57,Jam - Unclassified,-87.78,41.98
"(-87.65, 41.89)",Jam,Unclassified,15,57,Jam - Unclassified,-87.65,41.89
"(-87.79, 41.98)",Jam,Unclassified,15,54,Jam - Unclassified,-87.79,41.98
"(-87.66, 41.9)",Jam,Unclassified,15,50,Jam - Unclassified,-87.66,41.9
"(-87.65, 41.88)",Jam,Unclassified,15,40,Jam - Unclassified,-87.65,41.88
"(-87.64, 41.85)",Jam,Unclassified,15,39,Jam - Unclassified,-87.64,41.85
"(-87.63, 41.84)",Jam,Unclassified,15,38,Jam - Unclassified,-87.63,41.84
"(-87.73, 41.95)",Jam,Unclassified,15,37,Jam - Unclassified,-87.73,41.95
"(-87.69, 41.93)",Jam,Unclassified,15,34,Jam - Unclassified,-87.69,41.93
"(-87.75, 41.97)",Jam,Unclassified,15,32,Jam - Unclassified,-87.75,41.97
"(-87.65, 41.89)",Jam,Unclassified,16,54,Jam - Unclassified,-87.65,41.89
"(-87.78, 41.98)",Jam,Unclassified,16,53,Jam - Unclassified,-87.78,41.98
"(-87.66, 41.91)",Jam,Unclassified,16,48,Jam - Unclassified,-87.66,41.91
"(-87.66, 41.9)",Jam,Unclassified,16,47,Jam - Unclassified,-87.66,41.9
"(-87.65, 41.88)",Jam,Unclassified,16,47,Jam - Unclassified,-87.65,41.88
"(-87.79, 41.98)",Jam,Unclassified,16,45,Jam - Unclassified,-87.79,41.98
"(-87.76, 41.97)",Jam,Unclassified,16,43,Jam - Unclassified,-87.76,41.97
"(-87.75, 41.98)",Jam,Unclassified,16,41,Jam - Unclassified,-87.75,41.98
"(-87.69, 41.93)",Jam,Unclassified,16,40,Jam - Unclassified,-87.69,41.93
"(-87.74, 41.82)",Jam,Unclassified,16,37,Jam - Unclassified,-87.74,41.82
"(-87.65, 41.89)",Jam,Unclassified,17,74,Jam - Unclassified,-87.65,41.89
"(-87.65, 41.88)",Jam,Unclassified,17,57,Jam - Unclassified,-87.65,41.88
"(-87.79, 41.98)",Jam,Unclassified,17,50,Jam - Unclassified,-87.79,41.98
"(-87.64, 41.85)",Jam,Unclassified,17,50,Jam - Unclassified,-87.64,41.85
"(-87.66, 41.9)",Jam,Unclassified,17,48,Jam - Unclassified,-87.66,41.9
"(-87.76, 41.97)",Jam,Unclassified,17,47,Jam - Unclassified,-87.76,41.97
"(-87.75, 41.98)",Jam,Unclassified,17,44,Jam - Unclassified,-87.75,41.98
"(-87.71, 41.94)",Jam,Unclassified,17,41,Jam - Unclassified,-87.71,41.94
"(-87.78, 41.98)",Jam,Unclassified,17,41,Jam - Unclassified,-87.78,41.98
"(-87.72, 41.95)",Jam,Unclassified,17,41,Jam - Unclassified,-87.72,41.95
"(-87.65, 41.89)",Jam,Unclassified,18,77,Jam - Unclassified,-87.65,41.89
"(-87.62, 41.87)",Jam,Unclassified,18,62,Jam - Unclassified,-87.62,41.87
"(-87.64, 41.85)",Jam,Unclassified,18,55,Jam - Unclassified,-87.64,41.85
"(-87.66, 41.9)",Jam,Unclassified,18,54,Jam - Unclassified,-87.66,41.9
"(-87.76, 41.97)",Jam,Unclassified,18,53,Jam - Unclassified,-87.76,41.97
"(-87.65, 41.88)",Jam,Unclassified,18,53,Jam - Unclassified,-87.65,41.88
"(-87.78, 41.98)",Jam,Unclassified,18,50,Jam - Unclassified,-87.78,41.98
"(-87.62, 41.88)",Jam,Unclassified,18,43,Jam - Unclassified,-87.62,41.88
"(-87.62, 41.9)",Jam,Unclassified,18,43,Jam - Unclassified,-87.62,41.9
"(-87.74, 41.82)",Jam,Unclassified,18,40,Jam - Unclassified,-87.74,41.82
"(-87.65, 41.88)",Jam,Unclassified,19,86,Jam - Unclassified,-87.65,41.88
"(-87.66, 41.9)",Jam,Unclassified,19,79,Jam - Unclassified,-87.66,41.9
"(-87.65, 41.89)",Jam,Unclassified,19,79,Jam - Unclassified,-87.65,41.89
"(-87.64, 41.85)",Jam,Unclassified,19,62,Jam - Unclassified,-87.64,41.85
"(-87.74, 41.96)",Jam,Unclassified,19,58,Jam - Unclassified,-87.74,41.96
"(-87.81, 41.98)",Jam,Unclassified,19,51,Jam - Unclassified,-87.81,41.98
"(-87.66, 41.99)",Jam,Unclassified,19,49,Jam - Unclassified,-87.66,41.99
"(-87.66, 41.91)",Jam,Unclassified,19,49,Jam - Unclassified,-87.66,41.91
"(-87.67, 41.92)",Jam,Unclassified,19,47,Jam - Unclassified,-87.67,41.92
"(-87.71, 41.94)",Jam,Unclassified,19,46,Jam - Unclassified,-87.71,41.94
"(-87.66, 41.9)",Jam,Unclassified,20,91,Jam - Unclassified,-87.66,41.9
"(-87.65, 41.89)",Jam,Unclassified,20,80,Jam - Unclassified,-87.65,41.89
"(-87.65, 41.88)",Jam,Unclassified,20,75,Jam - Unclassified,-87.65,41.88
"(-87.71, 41.94)",Jam,Unclassified,20,62,Jam - Unclassified,-87.71,41.94
"(-87.69, 41.93)",Jam,Unclassified,20,53,Jam - Unclassified,-87.69,41.93
"(-87.67, 41.92)",Jam,Unclassified,20,52,Jam - Unclassified,-87.67,41.92
"(-87.75, 41.98)",Jam,Unclassified,20,51,Jam - Unclassified,-87.75,41.98
"(-87.74, 41.96)",Jam,Unclassified,20,49,Jam - Unclassified,-87.74,41.96
"(-87.73, 41.95)",Jam,Unclassified,20,46,Jam - Unclassified,-87.73,41.95
"(-87.64, 41.86)",Jam,Unclassified,20,44,Jam - Unclassified,-87.64,41.86
"(-87.66, 41.9)",Jam,Unclassified,21,107,Jam - Unclassified,-87.66,41.9
"(-87.65, 41.88)",Jam,Unclassified,21,90,Jam - Unclassified,-87.65,41.88
"(-87.65, 41.89)",Jam,Unclassified,21,80,Jam - Unclassified,-87.65,41.89
"(-87.67, 41.92)",Jam,Unclassified,21,68,Jam - Unclassified,-87.67,41.92
"(-87.64, 41.89)",Jam,Unclassified,21,59,Jam - Unclassified,-87.64,41.89
"(-87.69, 41.93)",Jam,Unclassified,21,54,Jam - Unclassified,-87.69,41.93
"(-87.62, 41.88)",Jam,Unclassified,21,52,Jam - Unclassified,-87.62,41.88
"(-87.79, 41.98)",Jam,Unclassified,21,51,Jam - Unclassified,-87.79,41.98
"(-87.7, 41.93)",Jam,Unclassified,21,47,Jam - Unclassified,-87.7,41.93
"(-87.75, 41.97)",Jam,Unclassified,21,45,Jam - Unclassified,-87.75,41.97
"(-87.65, 41.88)",Jam,Unclassified,22,94,Jam - Unclassified,-87.65,41.88
"(-87.66, 41.9)",Jam,Unclassified,22,83,Jam - Unclassified,-87.66,41.9
"(-87.65, 41.89)",Jam,Unclassified,22,79,Jam - Unclassified,-87.65,41.89
"(-87.75, 41.98)",Jam,Unclassified,22,62,Jam - Unclassified,-87.75,41.98
"(-87.69, 41.93)",Jam,Unclassified,22,54,Jam - Unclassified,-87.69,41.93
"(-87.62, 41.88)",Jam,Unclassified,22,54,Jam - Unclassified,-87.62,41.88
"(-87.67, 41.92)",Jam,Unclassified,22,53,Jam - Unclassified,-87.67,41.92
"(-87.76, 41.97)",Jam,Unclassified,22,50,Jam - Unclassified,-87.76,41.97
"(-87.62, 41.9)",Jam,Unclassified,22,48,Jam - Unclassified,-87.62,41.9
"(-87.66, 41.89)",Jam,Unclassified,22,46,Jam - Unclassified,-87.66,41.89
"(-87.65, 41.89)",Jam,Unclassified,23,76,Jam - Unclassified,-87.65,41.89
"(-87.66, 41.9)",Jam,Unclassified,23,61,Jam - Unclassified,-87.66,41.9
"(-87.65, 41.88)",Jam,Unclassified,23,55,Jam - Unclassified,-87.65,41.88
"(-87.67, 41.92)",Jam,Unclassified,23,46,Jam - Unclassified,-87.67,41.92
"(-87.68, 41.92)",Jam,Unclassified,23,45,Jam - Unclassified,-87.68,41.92
"(-87.71, 41.94)",Jam,Unclassified,23,44,Jam - Unclassified,-87.71,41.94
"(-87.78, 41.98)",Jam,Unclassified,23,43,Jam - Unclassified,-87.78,41.98
"(-87.69, 41.93)",Jam,Unclassified,23,42,Jam - Unclassified,-87.69,41.93
"(-87.79, 41.98)",Jam,Unclassified,23,41,Jam - Unclassified,-87.79,41.98
"(-87.64, 41.87)",Jam,Unclassified,23,38,Jam - Unclassified,-87.64,41.87
"(-87.66, 41.9)",Road Closed,Construction,0,1,Road Closed - Construction,-87.66,41.9
"(-87.67, 42.0)",Road Closed,Construction,0,1,Road Closed - Construction,-87.67,42.0
"(-87.64, 41.85)",Road Closed,Construction,0,1,Road Closed - Construction,-87.64,41.85
"(-87.64, 41.83)",Road Closed,Construction,0,1,Road Closed - Construction,-87.64,41.83
"(-87.65, 41.94)",Road Closed,Construction,1,2,Road Closed - Construction,-87.65,41.94
"(-87.63, 41.93)",Road Closed,Construction,1,1,Road Closed - Construction,-87.63,41.93
"(-87.66, 41.9)",Road Closed,Construction,1,1,Road Closed - Construction,-87.66,41.9
"(-87.65, 41.97)",Road Closed,Construction,1,1,Road Closed - Construction,-87.65,41.97
"(-87.63, 41.84)",Road Closed,Construction,2,1,Road Closed - Construction,-87.63,41.84
"(-87.74, 41.96)",Road Closed,Construction,2,1,Road Closed - Construction,-87.74,41.96
"(-87.65, 41.88)",Road Closed,Construction,3,3,Road Closed - Construction,-87.65,41.88
"(-87.65, 41.94)",Road Closed,Construction,3,1,Road Closed - Construction,-87.65,41.94
"(-87.66, 41.86)",Road Closed,Construction,4,1,Road Closed - Construction,-87.66,41.86
"(-87.66, 41.9)",Road Closed,Construction,6,1,Road Closed - Construction,-87.66,41.9
"(-87.75, 41.96)",Road Closed,Construction,11,1,Road Closed - Construction,-87.75,41.96
"(-87.73, 41.97)",Road Closed,Construction,12,2,Road Closed - Construction,-87.73,41.97
"(-87.74, 41.97)",Road Closed,Construction,12,1,Road Closed - Construction,-87.74,41.97
"(-87.72, 41.98)",Road Closed,Construction,12,1,Road Closed - Construction,-87.72,41.98
"(-87.71, 41.94)",Road Closed,Construction,12,1,Road Closed - Construction,-87.71,41.94
"(-87.66, 41.9)",Road Closed,Construction,12,1,Road Closed - Construction,-87.66,41.9
"(-87.64, 41.91)",Road Closed,Construction,12,1,Road Closed - Construction,-87.64,41.91
"(-87.69, 41.96)",Road Closed,Construction,12,1,Road Closed - Construction,-87.69,41.96
"(-87.76, 41.95)",Road Closed,Construction,13,2,Road Closed - Construction,-87.76,41.95
"(-87.73, 41.97)",Road Closed,Construction,13,2,Road Closed - Construction,-87.73,41.97
"(-87.78, 41.96)",Road Closed,Construction,13,1,Road Closed - Construction,-87.78,41.96
"(-87.66, 41.99)",Road Closed,Construction,13,1,Road Closed - Construction,-87.66,41.99
"(-87.64, 41.87)",Road Closed,Construction,13,1,Road Closed - Construction,-87.64,41.87
"(-87.67, 41.99)",Road Closed,Construction,14,2,Road Closed - Construction,-87.67,41.99
"(-87.73, 41.95)",Road Closed,Construction,14,1,Road Closed - Construction,-87.73,41.95
"(-87.75, 41.97)",Road Closed,Construction,14,1,Road Closed - Construction,-87.75,41.97
"(-87.71, 41.98)",Road Closed,Construction,14,1,Road Closed - Construction,-87.71,41.98
"(-87.79, 41.94)",Road Closed,Construction,14,1,Road Closed - Construction,-87.79,41.94
"(-87.66, 41.85)",Road Closed,Construction,14,1,Road Closed - Construction,-87.66,41.85
"(-87.64, 41.83)",Road Closed,Construction,14,1,Road Closed - Construction,-87.64,41.83
"(-87.65, 41.93)",Road Closed,Construction,14,1,Road Closed - Construction,-87.65,41.93
"(-87.69, 41.89)",Road Closed,Construction,14,1,Road Closed - Construction,-87.69,41.89
"(-87.68, 41.99)",Road Closed,Construction,14,1,Road Closed - Construction,-87.68,41.99
"(-87.64, 41.86)",Road Closed,Construction,15,1,Road Closed - Construction,-87.64,41.86
"(-87.64, 41.87)",Road Closed,Construction,15,1,Road Closed - Construction,-87.64,41.87
"(-87.65, 41.88)",Road Closed,Construction,15,1,Road Closed - Construction,-87.65,41.88
"(-87.68, 41.99)",Road Closed,Construction,15,1,Road Closed - Construction,-87.68,41.99
"(-87.68, 42.01)",Road Closed,Construction,15,1,Road Closed - Construction,-87.68,42.01
"(-87.66, 41.94)",Road Closed,Construction,16,2,Road Closed - Construction,-87.66,41.94
"(-87.6, 41.68)",Road Closed,Construction,16,1,Road Closed - Construction,-87.6,41.68
"(-87.73, 41.95)",Road Closed,Construction,16,1,Road Closed - Construction,-87.73,41.95
"(-87.66, 41.98)",Road Closed,Construction,16,1,Road Closed - Construction,-87.66,41.98
"(-87.67, 42.01)",Road Closed,Construction,16,1,Road Closed - Construction,-87.67,42.01
"(-87.7, 42.0)",Road Closed,Construction,16,1,Road Closed - Construction,-87.7,42.0
"(-87.69, 41.96)",Road Closed,Construction,16,1,Road Closed - Construction,-87.69,41.96
"(-87.66, 41.95)",Road Closed,Construction,17,1,Road Closed - Construction,-87.66,41.95
"(-87.64, 41.88)",Road Closed,Construction,17,1,Road Closed - Construction,-87.64,41.88
"(-87.65, 41.86)",Road Closed,Construction,17,1,Road Closed - Construction,-87.65,41.86
"(-87.66, 41.9)",Road Closed,Construction,18,2,Road Closed - Construction,-87.66,41.9
"(-87.66, 41.89)",Road Closed,Construction,18,2,Road Closed - Construction,-87.66,41.89
"(-87.58, 41.74)",Road Closed,Construction,18,1,Road Closed - Construction,-87.58,41.74
"(-87.67, 42.01)",Road Closed,Construction,18,1,Road Closed - Construction,-87.67,42.01
"(-87.64, 41.92)",Road Closed,Construction,18,1,Road Closed - Construction,-87.64,41.92
"(-87.65, 41.88)",Road Closed,Construction,18,1,Road Closed - Construction,-87.65,41.88
"(-87.69, 42.01)",Road Closed,Construction,18,1,Road Closed - Construction,-87.69,42.01
"(-87.65, 41.88)",Road Closed,Construction,19,3,Road Closed - Construction,-87.65,41.88
"(-87.73, 41.9)",Road Closed,Construction,19,1,Road Closed - Construction,-87.73,41.9
"(-87.75, 41.97)",Road Closed,Construction,19,1,Road Closed - Construction,-87.75,41.97
"(-87.76, 41.95)",Road Closed,Construction,19,1,Road Closed - Construction,-87.76,41.95
"(-87.66, 41.92)",Road Closed,Construction,19,1,Road Closed - Construction,-87.66,41.92
"(-87.65, 41.94)",Road Closed,Construction,19,1,Road Closed - Construction,-87.65,41.94
"(-87.7, 41.96)",Road Closed,Construction,19,1,Road Closed - Construction,-87.7,41.96
"(-87.69, 41.96)",Road Closed,Construction,19,1,Road Closed - Construction,-87.69,41.96
"(-87.68, 41.88)",Road Closed,Construction,19,1,Road Closed - Construction,-87.68,41.88
"(-87.61, 41.89)",Road Closed,Construction,20,1,Road Closed - Construction,-87.61,41.89
"(-87.74, 41.97)",Road Closed,Construction,20,1,Road Closed - Construction,-87.74,41.97
"(-87.75, 41.96)",Road Closed,Construction,20,1,Road Closed - Construction,-87.75,41.96
"(-87.73, 41.97)",Road Closed,Construction,20,1,Road Closed - Construction,-87.73,41.97
"(-87.66, 41.9)",Road Closed,Construction,20,1,Road Closed - Construction,-87.66,41.9
"(-87.66, 41.94)",Road Closed,Construction,20,1,Road Closed - Construction,-87.66,41.94
"(-87.67, 41.89)",Road Closed,Construction,20,1,Road Closed - Construction,-87.67,41.89
"(-87.64, 41.87)",Road Closed,Construction,20,1,Road Closed - Construction,-87.64,41.87
"(-87.7, 42.0)",Road Closed,Construction,20,1,Road Closed - Construction,-87.7,42.0
"(-87.69, 41.96)",Road Closed,Construction,20,1,Road Closed - Construction,-87.69,41.96
"(-87.65, 41.88)",Road Closed,Construction,21,4,Road Closed - Construction,-87.65,41.88
"(-87.66, 41.9)",Road Closed,Construction,21,3,Road Closed - Construction,-87.66,41.9
"(-87.74, 41.97)",Road Closed,Construction,21,2,Road Closed - Construction,-87.74,41.97
"(-87.61, 41.77)",Road Closed,Construction,21,1,Road Closed - Construction,-87.61,41.77
"(-87.63, 41.83)",Road Closed,Construction,21,1,Road Closed - Construction,-87.63,41.83
"(-87.75, 41.97)",Road Closed,Construction,21,1,Road Closed - Construction,-87.75,41.97
"(-87.76, 41.97)",Road Closed,Construction,21,1,Road Closed - Construction,-87.76,41.97
"(-87.66, 41.99)",Road Closed,Construction,21,1,Road Closed - Construction,-87.66,41.99
"(-87.64, 41.83)",Road Closed,Construction,21,1,Road Closed - Construction,-87.64,41.83
"(-87.64, 41.87)",Road Closed,Construction,21,1,Road Closed - Construction,-87.64,41.87
"(-87.58, 41.67)",Road Closed,Construction,22,1,Road Closed - Construction,-87.58,41.67
"(-87.62, 41.87)",Road Closed,Construction,22,1,Road Closed - Construction,-87.62,41.87
"(-87.71, 41.91)",Road Closed,Construction,22,1,Road Closed - Construction,-87.71,41.91
"(-87.65, 41.88)",Road Closed,Construction,22,1,Road Closed - Construction,-87.65,41.88
"(-87.7, 41.96)",Road Closed,Construction,22,1,Road Closed - Construction,-87.7,41.96
"(-87.66, 41.9)",Road Closed,Construction,23,2,Road Closed - Construction,-87.66,41.9
"(-87.65, 41.88)",Road Closed,Construction,23,2,Road Closed - Construction,-87.65,41.88
"(-87.69, 41.89)",Road Closed,Construction,23,2,Road Closed - Construction,-87.69,41.89
"(-87.59, 41.81)",Road Closed,Construction,23,1,Road Closed - Construction,-87.59,41.81
"(-87.74, 41.95)",Road Closed,Construction,23,1,Road Closed - Construction,-87.74,41.95
"(-87.67, 41.89)",Road Closed,Construction,23,1,Road Closed - Construction,-87.67,41.89
"(-87.69, 42.01)",Road Closed,Construction,23,1,Road Closed - Construction,-87.69,42.01
"(-87.68, 41.77)",Road Closed,Construction,23,1,Road Closed - Construction,-87.68,41.77
"(-87.75, 41.96)",Road Closed,Event,0,436,Road Closed - Event,-87.75,41.96
"(-87.65, 41.88)",Road Closed,Event,0,219,Road Closed - Event,-87.65,41.88
"(-87.65, 41.89)",Road Closed,Event,0,218,Road Closed - Event,-87.65,41.89
"(-87.6, 41.69)",Road Closed,Event,0,218,Road Closed - Event,-87.6,41.69
"(-87.75, 41.97)",Road Closed,Event,0,218,Road Closed - Event,-87.75,41.97
"(-87.63, 41.84)",Road Closed,Event,0,216,Road Closed - Event,-87.63,41.84
"(-87.64, 41.71)",Road Closed,Event,0,215,Road Closed - Event,-87.64,41.71
"(-87.66, 41.99)",Road Closed,Event,0,12,Road Closed - Event,-87.66,41.99
"(-87.64, 41.94)",Road Closed,Event,0,8,Road Closed - Event,-87.64,41.94
"(-87.66, 41.98)",Road Closed,Event,0,7,Road Closed - Event,-87.66,41.98
"(-87.75, 41.96)",Road Closed,Event,1,428,Road Closed - Event,-87.75,41.96
"(-87.65, 41.88)",Road Closed,Event,1,232,Road Closed - Event,-87.65,41.88
"(-87.65, 41.89)",Road Closed,Event,1,217,Road Closed - Event,-87.65,41.89
"(-87.64, 41.71)",Road Closed,Event,1,214,Road Closed - Event,-87.64,41.71
"(-87.6, 41.69)",Road Closed,Event,1,214,Road Closed - Event,-87.6,41.69
"(-87.75, 41.97)",Road Closed,Event,1,214,Road Closed - Event,-87.75,41.97
"(-87.63, 41.84)",Road Closed,Event,1,213,Road Closed - Event,-87.63,41.84
"(-87.63, 41.89)",Road Closed,Event,1,32,Road Closed - Event,-87.63,41.89
"(-87.62, 41.87)",Road Closed,Event,1,31,Road Closed - Event,-87.62,41.87
"(-87.63, 41.87)",Road Closed,Event,1,30,Road Closed - Event,-87.63,41.87
"(-87.75, 41.96)",Road Closed,Event,2,380,Road Closed - Event,-87.75,41.96
"(-87.65, 41.89)",Road Closed,Event,2,201,Road Closed - Event,-87.65,41.89
"(-87.75, 41.97)",Road Closed,Event,2,200,Road Closed - Event,-87.75,41.97
"(-87.65, 41.88)",Road Closed,Event,2,200,Road Closed - Event,-87.65,41.88
"(-87.6, 41.69)",Road Closed,Event,2,195,Road Closed - Event,-87.6,41.69
"(-87.63, 41.84)",Road Closed,Event,2,192,Road Closed - Event,-87.63,41.84
"(-87.64, 41.71)",Road Closed,Event,2,190,Road Closed - Event,-87.64,41.71
"(-87.65, 41.86)",Road Closed,Event,2,35,Road Closed - Event,-87.65,41.86
"(-87.64, 41.94)",Road Closed,Event,2,19,Road Closed - Event,-87.64,41.94
"(-87.65, 41.97)",Road Closed,Event,2,17,Road Closed - Event,-87.65,41.97
"(-87.75, 41.96)",Road Closed,Event,3,382,Road Closed - Event,-87.75,41.96
"(-87.65, 41.88)",Road Closed,Event,3,192,Road Closed - Event,-87.65,41.88
"(-87.64, 41.71)",Road Closed,Event,3,191,Road Closed - Event,-87.64,41.71
"(-87.63, 41.84)",Road Closed,Event,3,188,Road Closed - Event,-87.63,41.84
"(-87.6, 41.69)",Road Closed,Event,3,186,Road Closed - Event,-87.6,41.69
"(-87.65, 41.89)",Road Closed,Event,3,186,Road Closed - Event,-87.65,41.89
"(-87.75, 41.97)",Road Closed,Event,3,182,Road Closed - Event,-87.75,41.97
"(-87.64, 41.94)",Road Closed,Event,3,41,Road Closed - Event,-87.64,41.94
"(-87.65, 41.95)",Road Closed,Event,3,29,Road Closed - Event,-87.65,41.95
"(-87.64, 41.93)",Road Closed,Event,3,27,Road Closed - Event,-87.64,41.93
"(-87.75, 41.96)",Road Closed,Event,4,438,Road Closed - Event,-87.75,41.96
"(-87.65, 41.88)",Road Closed,Event,4,227,Road Closed - Event,-87.65,41.88
"(-87.65, 41.89)",Road Closed,Event,4,224,Road Closed - Event,-87.65,41.89
